team_abbreviation_home,team_abbreviation_away,season_type,label,min_avg5,fg_pct_home_avg5,fg3_pct_home_avg5,ft_pct_home_avg5,oreb_home_avg5,dreb_home_avg5,reb_home_avg5,ast_home_avg5,stl_home_avg5,blk_home_avg5,tov_home_avg5,pf_home_avg5,pts_home_avg5,home_wl_pre5,fg_pct_away_avg5,fg3_pct_away_avg5,ft_pct_away_avg5,oreb_away_avg5,dreb_away_avg5,reb_away_avg5,ast_away_avg5,stl_away_avg5,blk_away_avg5,tov_away_avg5,pf_away_avg5,pts_away_avg5,away_wl_pre5
IND,UTA,Regular Season,0,250.0,0.4548,0.4066000000000001,0.7218,7.6,33.4,41.0,25.2,8.0,5.2,15.8,23.4,96.6,LLWLL,0.4392000000000001,0.2814,0.7866,16.0,29.2,45.2,19.8,8.2,4.8,15.8,23.4,95.0,WLWWW
NYK,PHI,Pre Season,0,240.0,0.4006,0.2850000000000001,0.789,12.0,31.0,43.0,17.8,9.2,4.8,12.2,21.8,96.6,WWLWW,0.4469999999999999,0.3345999999999999,0.7358,8.8,32.8,41.6,16.6,6.4,2.6,19.0,24.6,88.4,LLWLW
IND,POR,Regular Season,1,245.0,0.5214000000000001,0.6428,0.8337999999999999,10.8,34.4,45.2,25.2,7.2,6.2,20.4,27.2,112.2,LLWLL,0.4572,0.2399999999999999,0.765,14.4,31.6,46.0,26.0,6.0,5.0,14.6,24.8,103.4,LLWWW
NJN,CHI,Regular Season,0,240.0,0.4455999999999999,0.3596,0.6768000000000001,18.6,32.8,51.4,19.2,9.0,12.0,18.4,22.8,102.2,LLLLL,0.4218,0.1858,0.8211999999999999,13.6,32.4,46.0,24.2,9.4,7.0,15.2,20.6,94.2,LWLWL
DET,CHI,Regular Season,1,240.0,0.4764,0.1334,0.771,18.8,34.2,53.0,23.8,7.6,4.6,19.0,29.2,120.2,LLLLL,0.4636,0.175,0.8099999999999999,15.4,24.8,40.2,22.0,8.0,3.2,18.8,29.4,106.2,LWLWL
ATL,CHI,Regular Season,0,240.0,0.4406000000000002,0.3658,0.8225999999999999,11.6,32.4,44.0,21.2,6.4,5.0,13.2,19.0,112.4,WLWLL,0.418,0.2976,0.769,12.4,32.4,44.8,22.6,8.6,6.2,15.4,18.6,103.8,LWLWL
CHI,MIL,Regular Season,0,245.0,0.4562,0.3410000000000001,0.8388,11.8,32.0,43.8,23.0,7.4,4.2,9.8,17.8,112.8,LLWLW,0.453,0.3558,0.8020000000000002,13.8,36.2,50.0,28.0,7.2,5.4,11.8,16.4,117.8,LLWWW
SAC,LAL,Regular Season,0,240.0,0.4932,0.4317999999999999,0.6532,14.8,29.8,44.6,22.0,10.8,5.8,17.6,24.2,101.6,LWWLL,0.426,0.3892,0.7809999999999999,14.4,23.8,38.2,16.8,8.4,3.2,16.0,20.4,93.0,LWWWW
CLE,PHI,Regular Season,1,245.0,0.4376,0.3506000000000001,0.7444000000000001,14.6,36.4,51.0,25.2,7.4,9.6,14.6,18.6,96.2,WLLWL,0.3936,0.2448000000000001,0.7286,15.6,33.0,48.6,20.2,8.4,5.6,15.8,18.8,87.6,LLWLW
NJN,DAL,Regular Season,0,240.0,0.5006,0.1334,0.7470000000000001,15.6,29.6,45.2,26.4,7.4,3.6,18.6,25.0,108.4,LLLLL,0.4804,0.2834,0.7629999999999999,11.6,29.4,41.0,23.0,6.6,8.6,15.4,24.6,103.8,WLWWW
IND,VAN,Regular Season,1,240.0,0.4972,0.3816000000000001,0.7844,9.0,29.4,38.4,24.8,6.8,7.2,13.0,22.2,104.8,LLWLL,0.4237999999999999,0.3668,0.717,13.0,29.4,42.4,16.6,6.4,6.0,16.0,21.4,94.6,WWWWL
WAS,SAC,Regular Season,1,240.0,0.5070000000000001,0.3578000000000002,0.8165999999999999,11.0,33.4,44.4,30.2,9.2,3.2,15.4,22.4,123.8,WLLWL,0.4695999999999999,0.3833999999999999,0.7732,9.4,37.6,47.0,26.4,8.4,6.2,17.0,20.8,112.8,WWWWL
DET,LAC,Regular Season,0,240.0,0.4288,0.3482,0.7652,10.6,32.8,43.4,23.0,6.4,3.2,13.2,21.6,99.6,LLLLL,0.5022000000000001,0.403,0.8088000000000001,6.4,39.6,46.0,25.4,9.0,5.6,14.0,17.2,116.2,WLLWW
WAS,PHI,Regular Season,1,240.0,0.4946,0.2756000000000001,0.7632000000000001,9.4,28.8,38.2,21.4,8.4,4.6,16.4,19.8,100.4,WLLWL,0.43,0.3218,0.7542000000000001,12.4,29.6,42.0,20.0,7.2,5.8,12.4,23.0,91.2,LLWLW
CHI,CHH,Regular Season,1,245.0,0.4866,0.3008,0.7524,16.0,33.2,49.2,26.4,11.6,3.6,14.6,23.0,110.2,LLWLW,0.4431999999999999,0.32,0.807,15.4,32.8,48.2,27.6,7.8,2.8,17.0,28.0,106.4,WLWWL
DET,SAC,Regular Season,1,240.0,0.4634000000000001,0.3674,0.7608,9.0,32.4,41.4,23.8,9.2,3.0,13.0,18.8,104.6,LLLLL,0.4018,0.3832000000000001,0.796,10.2,30.8,41.0,18.8,7.0,2.6,16.2,19.6,93.6,WWWWL
WAS,LAC,Regular Season,1,240.0,0.5062,0.3502000000000001,0.7498,10.4,28.6,39.0,25.0,10.4,7.0,14.0,20.4,111.6,WLLWL,0.422,0.4142,0.7774,10.2,27.6,37.8,21.4,5.0,4.0,15.8,23.0,88.2,WLLWW
UTA,DEN,Regular Season,1,245.0,0.4968000000000001,0.4662,0.6934,11.8,32.8,44.6,28.4,6.0,6.8,20.2,24.6,100.8,LLLLW,0.4722,0.4006,0.6054,11.8,32.4,44.2,22.0,5.6,5.6,15.0,18.8,97.0,LLLLL
WAS,MIA,Regular Season,0,240.0,0.4694000000000001,0.3916000000000001,0.8266,11.8,32.2,44.0,27.6,8.0,5.2,14.6,20.8,113.2,WLLWL,0.4828000000000001,0.3356,0.744,6.4,31.6,38.0,22.6,7.4,4.8,15.6,21.8,95.8,WLWLW
MIN,OKC,Pre Season,0,240.0,0.4580000000000002,0.2543999999999999,0.7642,8.6,25.6,34.2,20.0,7.2,5.4,15.2,18.0,96.6,LLWLW,0.4818,0.3884,0.6364,13.8,32.0,45.8,21.6,7.4,4.8,13.4,23.4,113.0,WLWWL
CLE,ATL,Regular Season,0,240.0,0.4648,0.3846,0.6547999999999999,14.4,31.4,45.8,25.6,8.6,8.2,16.8,23.0,106.4,WLLWL,0.4831999999999999,0.3308,0.7596,15.0,34.0,49.0,26.2,8.0,4.6,15.8,26.4,110.8,LWWWL
PHX,SAN,Regular Season,1,240.0,0.5338,0.3742,0.8032,11.0,36.4,47.4,28.6,7.2,6.6,15.0,23.0,122.2,WWWWL,0.4382,0.1732,0.786,15.6,24.2,39.8,25.8,13.0,6.4,22.2,26.4,104.0,WWLWL
PHX,GSW,Regular Season,1,240.0,0.4696000000000001,0.3774,0.8384,11.0,35.8,46.8,25.2,6.4,8.0,15.8,19.0,111.0,WWWWL,0.4436,0.3372,0.713,12.2,31.0,43.2,22.6,5.4,6.2,15.0,22.4,98.0,LLWWW
HOU,UTH,Regular Season,1,240.0,0.4728,0.2638,0.7706,17.2,32.4,49.6,23.2,9.8,5.6,18.4,21.8,106.2,LLWLW,0.4575999999999999,0.2971999999999999,0.7353999999999999,14.2,28.0,42.2,23.6,6.8,4.0,13.2,26.2,106.6,WLWWL
BOS,CHI,Regular Season,0,240.0,0.4509999999999999,0.3768000000000001,0.7487999999999999,9.2,35.8,45.0,23.0,8.6,3.6,17.0,20.8,92.2,WLLWL,0.4154,0.308,0.708,14.6,30.0,44.6,19.6,8.4,4.4,16.6,20.4,94.6,LWLWL
CLE,POR,Regular Season,0,240.0,0.4492,0.3516000000000001,0.77,12.6,27.6,40.2,25.6,8.0,8.4,12.6,19.0,95.0,WLLWL,0.4640000000000001,0.4608,0.6799999999999999,12.0,26.4,38.4,23.6,10.8,2.8,13.6,18.2,99.6,LLWWW
ATL,CLE,Regular Season,1,240.0,0.4578000000000002,0.3580000000000001,0.7258,11.6,35.8,47.4,28.8,8.2,6.0,18.4,25.6,114.6,WLWLL,0.4138,0.3753999999999999,0.7278,8.8,31.8,40.6,21.6,7.6,3.6,12.0,18.6,105.4,WLLWW
ATL,LAL,Regular Season,0,250.0,0.4506000000000001,0.3276,0.7618,14.8,31.4,46.2,26.6,9.2,5.4,17.0,23.6,100.2,WLWLL,0.4817999999999999,0.3928000000000001,0.7128,16.0,34.8,50.8,23.2,10.6,8.0,19.8,26.2,111.8,LWWWW
PHX,POR,Regular Season,0,245.0,0.4454000000000001,0.322,0.783,9.6,37.6,47.2,29.8,6.0,4.4,12.4,23.4,115.0,WWWWL,0.4693999999999999,0.3234,0.78,9.4,34.2,43.6,21.4,6.4,6.6,13.4,21.2,105.6,LLWWW
LAC,UTA,Playoffs,0,240.0,0.4662,0.4090000000000001,0.6799999999999999,11.2,25.4,36.6,21.2,11.0,7.4,13.8,24.8,103.2,WWWLL,0.5482,0.3612000000000001,0.8141999999999999,10.2,28.6,38.8,28.6,9.6,2.8,13.8,28.0,111.2,WLWWW
ORL,PHI,Regular Season,1,245.0,0.4791999999999999,0.3523999999999999,0.7288,9.6,36.8,46.4,22.8,6.6,3.8,16.2,20.4,105.6,WWWLL,0.4556,0.371,0.7858,11.8,29.4,41.2,22.4,9.0,3.2,11.8,20.4,99.4,LLWLW
NYK,HOU,Regular Season,0,240.0,0.4422,0.3140000000000001,0.6956,14.2,30.6,44.8,15.4,5.6,1.4,17.4,21.4,94.0,WWLWW,0.4450000000000001,0.3419999999999999,0.7028000000000001,12.0,35.2,47.2,19.6,8.0,5.4,20.2,27.8,102.2,WWWLL
PHI,TOR,Regular Season,1,240.0,0.45,0.2718,0.7826000000000001,13.0,29.6,42.6,19.6,10.6,4.8,15.0,20.2,95.2,WWLWL,0.4870000000000001,0.423,0.7582,6.8,33.0,39.8,21.4,7.0,2.8,19.0,22.8,97.4,WLLWW
ATL,WAS,Regular Season,0,245.0,0.4516000000000001,0.316,0.7886,11.8,32.2,44.0,21.2,6.6,5.2,14.2,21.0,95.8,WLWLL,0.438,0.2879999999999999,0.7372,15.0,32.8,47.8,21.4,8.0,4.0,15.2,19.6,96.6,WWWWW
ATL,BOS,Regular Season,0,240.0,0.5264,0.4084,0.8221999999999999,15.2,24.4,39.6,27.8,8.6,4.4,13.8,19.6,113.0,WLWLL,0.518,0.3641999999999999,0.827,10.4,25.6,36.0,24.0,8.6,5.6,11.0,21.0,115.0,WLWLL
TOR,PHI,Regular Season,1,245.0,0.4614,0.433,0.6592,15.8,27.4,43.2,24.8,8.8,11.2,16.0,20.6,98.8,LWWWW,0.4503999999999999,0.2172,0.754,14.8,27.4,42.2,20.0,8.0,8.0,17.4,22.8,94.8,LLWLW
WAS,CHI,Regular Season,1,240.0,0.4764,0.4396000000000001,0.774,13.2,37.2,50.4,24.6,5.6,6.4,11.8,21.8,98.6,WLLWL,0.4798,0.4369999999999999,0.765,11.8,30.4,42.2,23.8,9.4,6.4,18.2,22.0,97.2,LWLWL
DET,IND,Regular Season,0,245.0,0.418,0.2822,0.7638,14.2,30.0,44.2,21.0,7.6,4.8,15.0,22.4,96.6,LLLLL,0.4072,0.2992,0.7754000000000001,12.4,29.8,42.2,19.4,6.0,5.4,17.0,23.8,91.2,LWWWL
MIN,DAL,Regular Season,1,240.0,0.4936000000000001,0.425,0.7979999999999999,8.2,29.0,37.2,25.6,5.2,4.8,11.6,22.8,103.8,LLWLW,0.4892,0.4262,0.826,11.4,31.4,42.8,18.2,9.2,3.4,15.4,19.0,100.4,WLWWW
ATL,WAS,Regular Season,1,245.0,0.4566000000000002,0.3114000000000001,0.7772,12.6,31.6,44.2,19.0,5.6,6.6,14.4,23.6,101.4,WLWLL,0.3992,0.2601999999999999,0.6814,10.2,27.0,37.2,16.8,6.0,2.6,14.2,22.8,82.4,WWWWW
NJN,DET,Regular Season,1,240.0,0.4554,0.3524,0.7125999999999999,20.6,30.4,51.0,24.0,9.4,10.2,16.4,20.2,105.4,LLLLL,0.4476,0.2572000000000001,0.724,19.4,26.2,45.6,22.0,9.0,6.0,16.6,26.6,101.0,WWWLW
DET,NOH,Regular Season,1,245.0,0.4806,0.4002,0.7285999999999999,12.0,27.6,39.6,24.8,7.6,5.2,14.6,19.4,104.0,LLLLL,0.4098,0.3396,0.7538000000000001,9.4,30.6,40.0,15.8,8.6,2.2,13.8,24.0,87.0,LWWWL
WAS,DET,Regular Season,0,240.0,0.4932,0.2598,0.7266,13.2,25.4,38.6,20.0,7.6,3.8,13.0,18.4,103.0,WLLWL,0.4338,0.3752,0.7966,12.2,30.0,42.2,19.8,6.0,4.4,15.4,23.0,87.4,WWWLW
BOS,IND,Regular Season,0,240.0,0.3974,0.311,0.8138,16.6,24.2,40.8,20.2,10.8,4.0,14.0,27.2,93.2,WLLWL,0.449,0.3554,0.683,10.6,33.8,44.4,19.8,5.2,5.6,17.4,19.4,87.8,LWWWL
LAL,MIN,Regular Season,0,245.0,0.443,0.2622000000000001,0.6654,14.2,34.8,49.0,25.8,8.0,6.0,13.6,22.4,97.8,WWWLL,0.4493999999999999,0.4025999999999999,0.7624000000000001,13.6,28.4,42.0,18.0,7.4,4.6,15.8,21.4,95.4,LLWWW
ATL,HOU,Regular Season,1,245.0,0.4392000000000001,0.3454,0.8062000000000001,18.0,35.0,53.0,18.4,6.4,5.6,12.0,23.6,102.2,WLWLL,0.4548,0.4166,0.685,12.2,30.2,42.4,19.4,6.6,4.6,14.8,22.4,99.4,WWWLL
ATL,WAS,Regular Season,1,240.0,0.4370000000000001,0.3768,0.7416,13.0,31.4,44.4,17.8,7.6,6.2,16.8,18.6,92.2,WLWLL,0.4542,0.3796,0.7134,14.2,23.6,37.8,20.4,9.0,3.6,16.8,26.0,95.4,WWWWW
LAC,NJN,Regular Season,1,240.0,0.4652,0.4014,0.7778,10.2,25.8,36.0,15.6,8.0,4.8,19.6,22.4,91.2,WWWLL,0.426,0.2866000000000001,0.7436,12.8,27.2,40.0,17.6,11.8,2.8,12.8,18.0,94.4,WWLWW
ORL,SAS,Regular Season,0,240.0,0.4721999999999999,0.3509999999999998,0.8390000000000001,6.0,29.8,35.8,21.4,7.8,4.4,17.4,17.6,96.8,WWWLL,0.4736000000000002,0.3458,0.6512,9.0,29.6,38.6,20.8,7.2,4.6,14.4,19.4,102.0,WWLWL
DAL,DEN,Regular Season,1,240.0,0.47,0.353,0.849,12.4,30.8,43.2,23.6,7.0,5.6,13.8,24.2,109.4,LLWLL,0.434,0.3263999999999999,0.7222000000000001,15.0,26.0,41.0,23.6,9.2,4.0,14.8,27.2,95.2,LLLLL
PHX,LAL,Regular Season,1,240.0,0.4646,0.3808,0.6692,20.8,29.4,50.2,28.8,11.4,6.2,14.2,19.8,110.8,WWWWL,0.419,0.3408,0.7390000000000001,16.6,27.8,44.4,25.8,9.8,5.8,13.0,21.4,98.2,LWWWW
DAL,HOU,Regular Season,1,245.0,0.4254,0.3476,0.7348000000000001,13.0,33.6,46.6,22.2,9.0,5.0,14.4,20.8,101.4,LLWLL,0.3962000000000002,0.2854,0.734,12.6,33.6,46.2,20.4,10.4,5.4,16.4,23.6,95.2,WWWLL
NYK,MIL,Regular Season,0,240.0,0.439,0.3692000000000001,0.7972000000000001,10.0,31.6,41.6,20.8,7.2,7.2,13.2,16.6,105.8,WWLWW,0.4346,0.3205999999999999,0.8576,12.4,35.4,47.8,20.2,10.8,4.2,13.8,18.0,104.4,LLWWW
GSW,DAL,Playoffs,1,240.0,0.486,0.383,0.776,10.4,39.6,50.0,27.0,6.4,6.8,15.2,20.0,113.4,WLLWW,0.447,0.3582000000000001,0.7774000000000001,7.0,28.4,35.4,14.4,7.2,2.0,13.8,20.6,102.6,WLWWW
SAS,TOR,Regular Season,0,240.0,0.4436,0.309,0.7748,13.2,34.2,47.4,27.6,6.2,5.8,19.6,20.2,110.0,LWLWL,0.4832000000000002,0.3454000000000001,0.7686000000000001,8.2,38.2,46.4,20.8,7.2,7.0,18.0,20.0,105.4,WLLWW
PHX,POR,Playoffs,1,240.0,0.511,0.4518000000000001,0.7838,13.2,30.0,43.2,30.2,8.0,4.6,14.8,24.6,120.6,WWWWL,0.474,0.4,0.6956,16.8,31.0,47.8,25.6,9.6,3.6,15.6,25.8,106.8,LLWWW
SAS,MIA,Pre Season,0,240.0,0.4408,0.3421999999999999,0.8226000000000001,9.0,29.8,38.8,24.0,8.8,2.2,14.4,19.2,93.8,LWLWL,0.4516,0.3652000000000001,0.796,7.2,27.6,34.8,23.0,7.2,4.6,14.0,21.0,93.4,WLWLW
DAL,IND,Regular Season,1,240.0,0.4226000000000001,0.3405999999999999,0.7295999999999999,9.4,30.2,39.6,22.6,8.0,2.2,14.8,19.0,104.8,LLWLL,0.4532,0.3744,0.767,8.2,33.4,41.6,20.2,6.8,4.0,10.0,19.6,110.4,LWWWL
WAS,NYK,Regular Season,1,250.0,0.4782,0.3844,0.7232000000000001,13.2,29.4,42.6,22.2,5.2,9.0,15.6,20.0,112.0,WLLWL,0.465,0.0666,0.8416,13.0,26.8,39.8,27.0,7.0,5.2,19.0,26.2,102.4,WLWWW
WAS,DET,Regular Season,1,240.0,0.4810000000000001,0.3492000000000002,0.7452,11.0,35.8,46.8,22.8,7.6,5.2,12.8,22.6,112.0,WLLWL,0.4428000000000002,0.3635999999999999,0.6496000000000001,11.0,34.8,45.8,21.8,7.2,4.0,11.2,15.0,105.8,WWWLW
MIN,CLE,Regular Season,1,240.0,0.5366000000000002,0.3569999999999999,0.7752,7.4,30.0,37.4,25.6,8.4,5.0,15.4,23.4,119.2,LLWLW,0.4960000000000001,0.3276,0.7374,9.6,30.4,40.0,25.8,6.6,4.0,11.0,18.2,111.0,WLLWW
NYK,MIA,Playoffs,0,240.0,0.4806,0.3132,0.6698000000000002,13.2,33.2,46.4,23.2,9.0,5.6,13.6,18.8,111.2,WWLWW,0.4898000000000001,0.4148,0.6866,8.8,32.8,41.6,27.0,7.4,3.4,13.8,21.4,119.2,WLWLW
WAS,LAC,Regular Season,0,240.0,0.4584,0.3930000000000001,0.8081999999999999,9.0,33.4,42.4,24.4,8.0,3.4,15.2,19.8,103.2,WLLWL,0.4616,0.3288,0.694,9.0,34.2,43.2,24.6,8.4,4.2,15.0,18.2,101.8,WLLWW
DAL,NYK,Regular Season,1,250.0,0.456,0.4032,0.8496,14.6,28.0,42.6,19.4,6.4,5.4,14.8,23.0,109.0,LLWLL,0.491,0.406,0.6691999999999999,12.6,26.4,39.0,27.2,6.8,2.8,12.6,23.0,105.0,WLWWW
DAL,HOU,Regular Season,0,255.0,0.4196,0.2735999999999999,0.8428000000000001,13.6,34.8,48.4,19.4,6.2,6.6,17.4,21.6,94.8,LLWLL,0.4542,0.4738,0.7497999999999999,16.0,28.2,44.2,19.8,8.6,4.0,17.4,25.8,102.0,WWWLL
UTA,MIN,Regular Season,0,240.0,0.3888000000000001,0.2832,0.7379999999999999,11.4,26.2,37.6,15.8,7.0,7.8,17.6,23.4,74.8,LLLLW,0.4434000000000001,0.3365999999999999,0.7219999999999999,11.2,28.2,39.4,18.4,9.6,4.2,18.4,19.4,92.6,LLWWW
NYK,WAS,Regular Season,1,240.0,0.4291999999999999,0.14,0.6496000000000001,15.2,34.0,49.2,24.0,11.0,3.2,16.4,25.6,92.6,WWLWW,0.4588,0.3072,0.7496,12.6,30.4,43.0,23.2,6.8,7.0,15.0,27.8,105.0,WWWWW
HOU,LAC,Regular Season,0,240.0,0.4429999999999999,0.289,0.6946,10.0,35.0,45.0,20.8,10.2,6.8,17.4,21.8,101.8,LLWLW,0.4314,0.2582,0.8262,15.4,39.2,54.6,22.4,5.0,5.4,16.4,21.8,104.6,WLLWW
HOU,NJN,Regular Season,1,240.0,0.528,0.4185999999999999,0.7478,11.8,34.0,45.8,28.8,7.6,7.8,16.8,20.0,109.2,LLWLW,0.4631999999999999,0.2238,0.798,17.2,27.2,44.4,21.2,6.0,3.2,10.8,24.2,109.2,WWLWW
ORL,TOR,Regular Season,1,240.0,0.4753999999999999,0.4001999999999999,0.6404000000000001,8.6,31.4,40.0,21.8,6.2,3.8,13.2,22.6,101.0,WWWLL,0.4394,0.3400000000000001,0.7886000000000002,9.8,28.8,38.6,20.2,10.2,3.0,16.2,22.0,93.4,WLLWW
MIN,NYK,Regular Season,1,245.0,0.4242000000000002,0.3653999999999999,0.7832,15.8,35.6,51.4,20.4,7.8,7.8,14.2,27.8,110.2,LLWLW,0.4250000000000001,0.3867999999999999,0.8324,10.4,30.0,40.4,20.8,7.8,8.4,15.4,22.8,100.4,WLWWW
ORL,MIA,Regular Season,0,245.0,0.4234,0.3951999999999999,0.6832,10.6,27.4,38.0,19.8,7.6,3.0,12.4,17.0,93.0,WWWLL,0.538,0.3352,0.8238,8.4,30.6,39.0,26.4,9.4,4.2,14.8,20.0,112.4,WLWLW
TOR,DEN,Regular Season,1,250.0,0.4187999999999999,0.3948,0.734,14.8,26.0,40.8,23.6,10.0,10.4,17.2,24.0,100.2,LWWWW,0.461,0.3414,0.6936,11.4,23.4,34.8,24.2,7.2,3.8,12.6,25.4,94.6,LLLLL
SAS,OKC,Pre Season,0,240.0,0.4504,0.4012,0.7375999999999999,10.2,34.4,44.6,20.6,7.6,5.4,14.2,19.8,99.4,LWLWL,0.3976,0.3792,0.8298,11.6,27.8,39.4,17.4,9.2,8.0,15.4,27.2,96.6,WLWWL
DAL,SEA,Regular Season,1,240.0,0.5138,0.4554,0.7638,17.2,35.2,52.4,26.6,8.6,4.4,14.4,21.0,123.0,LLWLL,0.4742,0.4888,0.7904,16.8,27.2,44.0,19.6,11.6,5.4,21.4,20.8,105.8,WWWWL
PHX,SAC,Regular Season,1,240.0,0.516,0.3216,0.8468,14.8,32.4,47.2,30.8,9.2,6.4,11.8,23.0,127.8,WWWWL,0.4808,0.3226000000000001,0.72,11.6,30.0,41.6,26.0,8.4,4.8,19.6,24.2,102.0,WWWWL
MIN,SAC,Regular Season,0,240.0,0.4418000000000002,0.2545999999999999,0.7363999999999999,13.4,29.4,42.8,22.6,10.0,4.4,15.6,19.8,95.8,LLWLW,0.4662,0.3876,0.7242,10.0,33.8,43.8,21.6,5.8,4.6,17.2,22.2,99.2,WWWWL
LAL,MIN,Playoffs,1,240.0,0.489,0.3408000000000001,0.6436,10.4,31.2,41.6,24.6,7.6,5.8,13.2,21.6,96.6,WWWLL,0.42,0.3823999999999999,0.8056000000000001,10.8,28.8,39.6,18.0,7.4,3.8,15.8,28.2,91.2,LLWWW
ORL,TOR,Regular Season,0,250.0,0.4721999999999999,0.3417999999999999,0.7878000000000001,11.4,33.4,44.8,21.8,6.8,5.0,14.8,20.0,102.2,WWWLL,0.4431999999999999,0.3370000000000002,0.7114,10.8,25.8,36.6,21.8,7.4,3.6,15.4,22.0,93.4,WLLWW
DEN,HOU,Regular Season,0,245.0,0.4506,0.356,0.6446000000000001,16.0,37.0,53.0,28.2,5.2,5.4,14.2,19.0,110.4,WWWLW,0.4416,0.367,0.686,10.2,32.2,42.4,20.2,5.8,4.2,16.6,17.0,103.2,WWWLL
SAC,CHI,Regular Season,0,240.0,0.4876,0.5924,0.7144,12.2,29.0,41.2,26.6,9.4,6.8,14.8,24.8,98.2,LWWLL,0.4682,0.2665999999999999,0.7648,13.6,30.6,44.2,20.8,9.6,5.0,12.8,22.8,98.4,LWLWL
DEN,IND,Regular Season,1,240.0,0.4134,0.3136,0.7382000000000001,9.4,29.6,39.0,23.0,8.8,7.8,12.8,21.2,88.2,WWWLW,0.4228,0.3143999999999999,0.7314,12.0,33.0,45.0,22.0,8.0,5.2,14.8,24.8,91.0,LWWWL
PHI,TOR,Regular Season,0,240.0,0.4133999999999999,0.275,0.7886,12.4,30.6,43.0,18.6,7.2,3.4,15.2,19.4,84.0,WWLWL,0.4020000000000001,0.2899999999999999,0.876,12.8,30.0,42.8,19.4,6.2,4.0,12.0,19.4,90.2,WLLWW
POR,LAC,Regular Season,1,240.0,0.4816,0.3848000000000001,0.6738000000000001,15.2,35.4,50.6,24.2,7.2,5.6,17.4,28.6,105.4,LLLLL,0.4804,0.3928,0.7814,9.4,30.8,40.2,23.6,9.6,4.8,13.8,20.6,101.6,WLLWW
ORL,CLE,Regular Season,0,240.0,0.4669999999999999,0.162,0.7615999999999999,14.6,28.4,43.0,26.4,7.6,2.4,12.4,25.0,119.2,WWWLL,0.4586,0.3612,0.7996000000000001,13.6,35.0,48.6,20.4,11.2,7.6,17.0,29.0,117.0,WLLWW
UTA,POR,Regular Season,1,260.0,0.4476000000000001,0.3678,0.7736,13.6,36.6,50.2,21.8,8.2,8.0,15.0,19.2,105.4,LLLLW,0.4280000000000001,0.3107999999999999,0.6796,11.8,26.6,38.4,19.2,8.4,5.2,13.0,19.2,91.0,LLWWW
DET,SAC,Regular Season,0,240.0,0.4432,0.425,0.7742,10.6,30.8,41.4,18.2,12.0,4.0,16.8,22.2,102.0,LLLLL,0.4462,0.3502,0.7282,14.0,31.4,45.4,23.2,5.0,5.6,14.4,21.8,92.8,WWWWL
DEN,CLE,Regular Season,0,240.0,0.4214,0.3446,0.7182000000000001,9.2,31.8,41.0,22.6,8.0,8.0,17.2,19.2,84.8,WWWLW,0.4636,0.3194,0.8348000000000001,9.8,26.2,36.0,21.0,8.2,5.0,15.4,22.4,92.2,WLLWW
CHI,IND,Regular Season,1,245.0,0.4322,0.3458000000000001,0.8128,15.0,37.8,52.8,27.4,5.6,7.2,15.0,20.8,105.2,LLWLW,0.4524000000000001,0.3525999999999999,0.7542,9.2,29.0,38.2,26.2,10.0,5.8,13.0,21.6,101.8,LWWWL
LAL,SEA,Regular Season,0,245.0,0.5004000000000001,0.4012,0.6534,15.6,31.0,46.6,28.0,8.0,5.6,15.4,22.6,113.6,WWWLL,0.4795999999999999,0.3646,0.7098,11.8,26.6,38.4,23.8,7.2,4.6,15.8,21.0,97.8,WWWWL
WAS,MIL,Regular Season,0,250.0,0.4706,0.38,0.6709999999999999,12.0,28.2,40.2,24.2,8.8,7.2,15.4,22.2,104.0,WLLWL,0.4256,0.4234,0.5932000000000001,12.8,24.0,36.8,20.8,9.6,4.4,13.6,21.0,90.4,LLWWW
SAS,DAL,Regular Season,1,245.0,0.4775999999999999,0.3102,0.7386,10.6,34.0,44.6,23.4,5.2,7.8,15.4,24.0,98.4,LWLWL,0.4838,0.3384,0.6988000000000001,10.4,27.8,38.2,18.6,10.4,4.4,20.0,23.2,91.8,WLWWW
SAS,ATL,Pre Season,1,240.0,0.4713999999999999,0.4276,0.7949999999999999,6.2,34.0,40.2,24.0,8.8,7.2,12.0,18.6,101.6,LWLWL,0.4572,0.4412,0.7184,11.2,29.8,41.0,24.4,10.4,5.4,15.2,17.6,105.8,LWWWL
DAL,GSW,Regular Season,1,245.0,0.4242000000000001,0.3084,0.8256,8.2,34.2,42.4,24.4,7.8,3.6,11.2,20.0,103.0,LLWLL,0.4894,0.3454000000000001,0.7746,10.0,37.4,47.4,22.6,6.6,4.0,11.4,18.2,116.6,LLWWW
GSW,MIL,Regular Season,0,240.0,0.4149999999999999,0.2102,0.7438,16.2,26.8,43.0,23.4,8.8,5.2,15.2,22.4,94.6,WLLWW,0.4556000000000001,0.3647999999999999,0.9144,12.0,29.0,41.0,19.2,4.8,3.0,12.4,21.4,93.8,LLWWW
PHX,SAC,Regular Season,1,245.0,0.4920000000000001,0.3906,0.8423999999999999,10.4,36.6,47.0,29.4,9.8,3.4,12.6,18.6,121.0,WWWWL,0.4656,0.33,0.731,7.4,30.4,37.8,23.0,9.0,4.8,12.4,20.8,109.6,WWWWL
